Sentiment,Tweet
Positive,"Saham [USERNAME] / BMRI sempat mencetak All Time High (ATH) pada awal tahun 2024 ini, harga saham BMRI sudah naik lebih dari 6% dan masih bisa menguat lagi. Pada Kamis (11/01), Pukul 15.35 WIB, harga saham BMRI tercatat Rp. 6.500. [URL]"
Positive,"Investor asing optimis beli saham big cap meski IHSG turun. BBCA, BBRI, BMRI pilihan utama. Net buy Rp1,12 triliun pekan ini. [URL]"
Neutral,"shm! Mau nanya klo mau masuk atau beli saham ke bbca, bmri, bbri, bbni enaknya masuk di berapa ya?"
Positive,"Indeks Harga Saham Gabungan (IHSG) ditutup menguat 0,29% ke level 7.241,13 pada perdagangan Jumat (12/1/2024). Saham berkapitalisasi pasar besar seperti BMRI, BBCA, dan BBRI ditutup menguat pada penutupan perdagangan Jumat kemarin."
Positive,"Indeks Bisnis-27 Ditutup Naik, Saham UNTR, INCO, BMRI Perkasa [URL]"
Positive,Awal Tahun 2024 Saham Bank Mandiri (BMRI) Tembus All Time High di Level 6.500 [URL]
Positive,"Saham BBCA, BBRI, BMRI Tembus Rekor ATH Baru, IHSG Hijau [URL]"
Positive,"Indeks Bisnis-27 Melaju Hijau, Saham BMRI, TOWR dan MTEL Tadah Cuan [URL]"
Positive,"Saham-Saham Favorit Asing FILM, AMMN, BMRI, Cek Pergerakannya Hari Ini [URL]"
Positive,"Saham Bank Mandiri (BMRI) Naik 23%, Arahnya Bisa ke Level Ini. [HASHTAG] [URL] via [USERNAME]"
Positive,[USERNAME] Cuma percaya $BBCA atau $BMRI kalo mau seberani ini😅
Negative,Duh takut banget nih shm! $BMRI turun duluan dr $BBNI 🥺 kalian mau TP di angka berapa?
Negative,[USERNAME] Gara gara papa😅 Kmrn ihsg meroket karna saham papa... Sampe nyalib bmri bbri market cap nya... Skrg rontok jg karna papa
Positive,"Top! Saham Bank Jumbo BBCA, BMRI, BBRI, &amp BBNI Jadi Incaran Asing [URL]"
Neutral,View IHSG LQ45 6 Saham IPO Data Inflasi AS Astrocycle &amp Earning Report Link Video: [URL] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG]
Positive,[USERNAME] [USERNAME] Makin bangga investasi di bank mandiri..... saham BMRI sejak April meroket dratis
Positive,[USERNAME] [USERNAME] Yg mau invest cocok bgt nih ... Makin tinggi aja saham BMRI
Positive,"[USERNAME] [USERNAME] Wow, saham BMRI memang sedang dalam puncaknya, menarik perhatian banyak orang nih pasti"
Positive,"[USERNAME] [USERNAME] Terobosan harga saham BMRI bikin kita tercengang, semakin kuat!"
Positive,"[USERNAME] [USERNAME] Peningkatan saham BMRI sejak April lalu memang bikin pangling, naiknya gak main-main!"
Positive,"[USERNAME] [USERNAME] Keren banget lihat saham BMRI melonjak sampai level tertinggi Rp 6.600, semakin menggiurkan, nih!"
Positive,"Harga Saham Bank Jumbo Awal 2024 Kinclong, BMRI Pecah Rekor ATH [URL]"
Positive,Harga saham Bank Mandiri (BMRI) sempat menyentuh level tertinggi baru Rp 6.600. Saham BMRI dalam tren menguat. [URL] [HASHTAG] [HASHTAG] [HASHTAG]
Positive,gua mau fokus ke BBRI tapi BMRI menggoda sialan apakah aku switch saja hm ga mau megang banyak saham 😒 [URL]
Positive,"Saham BMRI Pecah Rekor ATH Lagi ke Rp6.600, Market Cap Tembus Rp613 Triliun! [URL]"
Positive,"Indeks Bisnis-27 Melaju Didorong Naiknya Saham BMRI, ADRO &amp MIKA [URL]"
Positive,"IHSG perkasa, Big Banks all time high, January Effect? 🥳 Jangan lupa yang mau dapetin iphone 15 gratis waktu kalian kurang dari 1 minggu lagi!! Check this out 👇🏻 [URL] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL]"
Positive,"Riduan, Direktur Commercial Banking PT Bank Mandiri (Persero) Tbk (BMRI), membeli 300 saham BMRI dengan harga Rp5.750 per saham pada 8 Desember 2023. Setelah transaksi tersebut, Riduan memiliki 7.000.000 (0,0075%) saham BMRI. [HASHTAG] [HASHTAG] [HASHTAG] [URL]"
Neutral,23 saham Request follower CTASaham Sabtu 6 Jan [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] Disclaimer On [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL]
Neutral,[USERNAME] ETI di tahun 2023 dan awal tahun 2024 ini kaya saham bbca bmri bbri🥶
Positive,"Dengan harga penutupan di level tertinggi baru tersebut, saham BMRI telah mengantongi kenaikan 23,6% sejak stock split April tahun lalu. [URL] [URL]"
Positive,Gua kira udah paling absurd NCT Dreams salim ke Pak Muh??? Ini TXT malah lebih absurd 😭😭😭😭😭 salim sama CEO kek abis dikasi saham BMRI 😭😭😭😭😭😭😭 nangissss
Positive,"Maapin aku ngakak, tp bismillah txt dpt saham BMRI :(("
Positive,"Harga saham Bank Mandiri naik 1,18 % dari harga pembukaan ke harga Rp 6.425 per saham. Saat jam perdagangan berlangsung, saham berkode BMRI itu pun sempat menyentuh level tertinggi di harga Rp 6.475. [HASHTAG] [URL]"
Positive,"Harga saham PT Bank Mandiri (Persero) Tbk. (BMRI) sempat menyentuh level all time high pada Rp6.475 pada perdagangan pekan ini. saham BMRI ini melonjak 1,18% dari harga pembukaan ke harga Rp6.425 per saham. Saham BMRI jg sempat menyentuh level tertinggi di Rp6.475. [HASHTAG] [URL]"
Positive,[USERNAME] mana tau pulang pulang bawa saham BMRI 🙏🏻🙏🏻
Positive,[USERNAME] Keren banget dah BMRI pasca stock split sekrang udha meningkat aja saham bank mandiri
Positive,[USERNAME] yey! selamat untuk para investor pemegang saham di BMRI.
Positive,"Harga saham PT Bank Mandiri (Persero) Tbk (BMRI) menyentuh rekor baru atau all time high pada perdagangan, Jumat (5/1). [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL]"
Positive,"Asia Tbk (BBCA) mencapai ATH sebesar Rp 55.400 per saham, Bank Rakyat Indonesia Tbk (BBRI) mencapai ATH sebesar Rp 5.800 per saham, dan Bank Mandiri Tbk (BMRI) mencapai ATH sebesar Rp 8.500 per saham. Teruslah berinvestasi dengan bijak dan selamat"
Positive,Saham Bank Mandiri (BMRI) Tembus All Time High di Level Rp6.475 Awal Pekan 2024 [URL]
Positive,Saham Bank Mandiri (BMRI) Mencetak Rekor Baru di Angka Rp. 6.425: Apa yang Menjadi Penyebabnya? [URL]
Positive,Ini dia yang ditunggu-tunggu para investor pemegang saham BMRI! Saham Bank Mandiri sempat menyentuh rekor tertinggi di level Rp6.475. Posisi penutupan hari ini pun menjadikan all time high (ATH) baru BMRI pasca stock split pada April 2023 lalu menjadi Rp6.425 per lembar saham!… [URL]
Positive,"Saham Bank Jumbo BBCA, BBRI, BMRI, &amp BBNI Kompak Moncer di Pekan Pertama 2024 [URL]"
Positive,Saham big bank berlomba-lomba mencetak harga tertinggi baru $BBCA 9.600 $BMRI 6.475 $BBRI 5.850 $BBNI 5.750 Emang nggak ada matinya saham big bank Punya?
Positive,Shm! $BBNI $BMRI $BBRI pada mau nunggu jatoh kapan nih wkwkwk
Neutral,"[USERNAME] Buy and hold imho hanya berlaku untuk big banks saja pak seperti bbca, bbri, bmri, bbni. Diluar saham itu sulit untuk buy and hold karena faktor liquiditas , market maker , dll."
Positive,"Happy Cuan, yang masih mau hold silahkan. Saham [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL]"
Positive,"Saham Bank Jumbo (BMRI, BBCA, BBRI, BBNI) All Time High, Cek Rekomendasinya! [URL]"
Neutral,Siapa yang masih hold? Saham [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL]
Positive,"Investor Asing Net Buy Rp1,3 Triliun, Borong Saham BMRI-BBCA [URL]"
Positive,Saham Bank Mandiri (BMRI) Sentuh Rekor ATH Baru [URL]
Positive,Pergerakan harga saham BMRI selama periode 22 Desember 2023 - 2 Januari 2024 mengalami kenaikan sebesar +1.67% secara week-on-week (WOW). Yuk simak informasi selengkapnya pada postingan berikut ini! Disclaimer : [URL] [URL]
Neutral,"Pada NGONTEN (Ngobrolin Emiten) kali ini, kita akan membahas saham PT Bank Mandiri (Persero) Tbk yang dikenal sebagai BMRI. [URL]"
Positive,"Saham Bank Jumbo Kompak Cetak Rekor, Ada BMRI dan BBNI [URL]"
Positive,"Percaya nģga ambil saham BBRI, BBCA, BBNI dan BMRI bulan oktober kemudian di Januari. Naik. Setuju?"
Positive,4 Saham terbaik dan tercuan untuk investasi jangka panjang ✓BBCA ✓BBRI ✓BBNI ✓BMRI
Neutral,"Proyeksi Saham Bank Jumbo BBCA, BBRI, BMRI, BBNI pada 2024 [URL]"
Neutral,"April $MMLP: Provident Warehouse Pte. Ltd. tender offer 861,1 juta lembar saham MMLP dengan harga Rp500/saham (4 Apr) $BMRI: Stock split 1:2 (4 Apr) $INKP: Berencana Bangun Pabrik Baru Senilai US$3,63 Miliar (6 Apr)"
Positive,mana saham-saham bank besar seperti PT Bank Central Asia (BCA) dan PT Bank Mandiri (BMRI) juga mengalami peningkatan yang signifikan. Teruslah berinvestasi dengan bijak dan pantau terus perkembangan pasar saham.
Positive,"Jelang Tutup Tahun, Investor Asing Borong Saham BBRI, BBCA, BMRI [URL]"
Positive,"Portofolio Livin' Investasi-ku udah gak minus lagi. Ini berkat BBRI +14,7%, BBNI +7,21%, BMRI +2,94%, dan BBCA +0,8%. Saham bank memang menggiurkan. 🥰 [URL]"
Positive,"Penghujung Tahun, Investor Asing Borong Saham BBCA dan BMRI [URL]"
Neutral,"[USERNAME] [USERNAME] misal saham BBRI naik 15% terus BMRI minus 1%, mending dibiarin aja untuk jangka panjang apa jual BBRI untuk beli BMRI terus beli BBRI lagi waktu nilainya turun?"
Positive,[USERNAME] BMRI lh
Positive,[USERNAME] bmri lah
Neutral,Kalo kalian sebagai investor jangka panjang dan cuma mau fokus 1 emiten antara shm! BBRI/BMRI. Kalian pilih mana antara 2 itu?
Neutral,Berapa harga Shm! $BMRI $BBRI $BBNI dan $BBCA jika PBV nya disamakan dg $BREN ya ??
Positive,[USERNAME] bbri bbca bmri bbni sangat layak buat long term
Neutral,pandangan suhu tentang shm! $BMRI ? layak hold long term ga?
Negative,"Indeks Bisnis-27 Dibuka Menguat, Saham AMRT, BMRI dan UNVR Malah Loyo [URL]"
Positive,"Susana Indah Kris Indriati, Direktur PT Bank Mandiri (Persero) Tbk (BMRI), membeli 150.000 saham BMRI dengan harga rata-rata Rp5.850 per saham pada 29 November 2023. Setelah transaksi tersebut, Susana Indah Kris Indriati memiliki 4.307.300 (0,004%) saham BMRI. [HASHTAG] [HASHTAG] [HASHTAG] [URL]"
Positive,"IHSG Berpeluang Lanjut Menguat ke 7.262, Cermati Saham BMRI, BRPT hingga INKP [URL]"
Positive,[USERNAME] Beli saham aman spt bbca bbni bmri. Nikmati 12 bulan kemudian
Positive,"[USERNAME] Beli obligasi, kalau mau rada beresiko beli saham perbankan Big 4 (BBCA, BBRI, BMRI, BBNI)"
Positive,"[USERNAME] $BMRI aja, payout deviden ratio nya lebih stabil"
Positive,[USERNAME] Bmri nder mending Rasio dividennya lebih gede
Positive,[USERNAME] reksadana aja. ato masukkin saham blucip kaya bmri
Positive,"IHSG Hari Ini Berpotensi Rebound, Cermati Saham AMRT, BMRI, PTBA &amp TOWR [URL]"
Positive,"[USERNAME] Taro btc,bbca, BMRI juga boleh"
Positive,"10 Saham Paling Laris Diborong Investor Asing Sepekan, BMRI &amp BBRI Balapan [URL]"
Positive,"Market Update: Investor Asing Borong Saham Big 4 Banks: BBRI, BBCA, BMRI, BBNI [URL]"
Positive,"[USERNAME] Saham bank dah paling aman BBCA, BBRI, BMRI Pelajarin dlu timing entry, jangan beli di pucuk."
Neutral,[USERNAME] Bank bersandi saham BMRI ini juga memastikan Call Center 14000 atau Live Chat MITA pada akun resmi WhatsApp Bank Mandiri di +62 811-84-14000 siap untuk membantu nasabah dalam melakukan transaksi keuangan. [USERNAME]
Positive,"The Fed Tak Naikkan Suku Bunga, Saham BBRI, BBCA, BMRI, dan BBNI Laris [URL]"
Positive,Pencapaian Bank Mandiri 2023 saham BMRI all time high Rp6.125 pasca stock split (5 Oktober 2023) [URL]
Positive,RECAP 2023 Pencapaian dari Bank Mandiri Jumlah saham BMRI all time high Rp6.125 pasca stock split (5 Oktober 2023) [URL]
Positive,Saham BMRI all time high Rp6.125 pasca stock split (5 Okt’2023). RECAP 2023 [URL]
Positive,Berikut adalah RECAP 2023 Pencapaian Bank Mandiri Saham BMRI all time high Rp6.125 pasca stock split (5 Oktober 2023) [URL]
Positive,"Bank Mandiri mencetak sejarah baru! Saham BMRI mencapai all-time high di Rp 6.125 usai stock split. Kami berterima kasih atas kepercayaan yang diberikan oleh para investor. Bersama-sama, mari kita capai lebih banyak lagi! [URL]"
Positive,"Pengumuman penting dari Bank Mandiri! Setelah stock split, saham BMRI mencapai titik tertinggi sepanjang masa di Rp 6.125. Kami bangga menjadi bagian dari keberhasilan dan prestasi ini. Terima kasih kepada semua investor yang telah mempercayai kami [URL]"
Positive,Prestasi luar biasa yang diraih oleh Bank Mandiri! Saham BMRI mencapai all-time high di Rp 6.125 usai stock split. Bukti nyata bahwa bank ini mampu memberikan hasil yang optimal bagi para pemegang sahamnya. Terus maju dan berprestasi! [URL]
Positive,Bank Mandiri terus membuktikan eksistensinya sebagai pemain terkemuka di industri perbankan. Saham BMRI mencapai all-time high di Rp 6.125 setelah stock split pada tanggal 5 Oktober 2023. Terus berinovasi dan memberikan keuntungan bagi para investor [URL]
Positive,Ada banyak alasan mengapa Bank Mandiri masih menjadi pilihan utama para investor. Pencapaian saham BMRI yang mencapai all-time high di Rp 6.125 setelah stock split membuktikan kekuatan perusahaan ini [URL]
Positive,Harga saham BMRI mencapai angka tertinggi sepanjang masa setelah stock split. Bergabunglah dalam perjalanan kesuksesan Bank Mandiri! 📈 [URL]
Positive,"Catat tanggalnya! 5 Oktober 2023, saham BMRI mencatat rekor tertinggi sepanjang masa di Rp 6.125. 💰 [URL]"
Positive,"Semoga dengan adanya RECAP 2023 Pencapaian Bank Mandiri yaitu Saham BMRI all time high Rp 6.125 pasca stock split (5 Oktober 2023), Bank Mandiri tetap konsisten dengan pencapaiannya! [URL]"
Positive,Info baru nih guys! Kalau RECAP 2023 Pencapaian Bank Mandiri yaitu Saham BMRI all time high Rp 6.125 pasca stock split (5 Oktober 2023) [URL]
Positive,Nice! RECAP 2023 Bank Mandiri mencapai Saham BMRI all time high Rp 6.125 pasca stock split (5 Oktober 2023) [URL]
Positive,Bangga dengan RECAP 2023 Pencapaian Bank Mandiri yaitu Saham BMRI all time high Rp 6.125 pasca stock split (5 Oktober 2023) [URL]
Positive,"Minta beliin saham BBCA, BBRI, BMRI masing2 15% aja, terus minta beliin emas antam 5KG aja buat jaga2 ☺️"
Positive,"Setelah stock split pada tanggal 5 Oktober 2023, harga saham Bank Mandiri (BMRI) mencapai puncaknya sepanjang masa, mencapai Rp 6.125. [URL]"
Positive,"Saham Bank Mandiri (BMRI) mencatat prestasi luar biasa dengan mencapai level tertinggi sepanjang masa, yaitu Rp 6.125, setelah melalui proses stock split pada tanggal 5 Oktober 2023. [URL]"
Positive,"Pasca dilakukannya stock split pada 5 Oktober 2023, saham Bank Mandiri (BMRI) mencapai puncak tertinggi sepanjang sejarah, yakni Rp 6.125. [URL]"
Positive,"Harga saham Bank Mandiri (BMRI) mencapai rekor tertinggi sepanjang masa, yaitu Rp 6.125, setelah mengalami pemecahan saham pada tanggal 5 Oktober 2023. [URL]"
Positive,"Saham Bank Mandiri (BMRI) mencapai level tertinggi sepanjang masa, yakni Rp 6.125, setelah dilakukan stock split pada tanggal 5 Oktober 2023. [URL]"
Positive,"IHSG Ditutup Naik 1,43%, Investor Borong Saham BBRI, BBCA hingga BMRI [URL]"
Positive,"[USERNAME] sektor perbankan, BBCA/BBRI/BMRI, capital gain dapet, dividen juga dapet. kalopun harga turun juga ga dalem bgt"
Positive,BBCA BMRI terbang kan kaaan Temen2 udah tak kasih tau The fed dovish Saham jd bagus tinggal eksekusi Smoga pda cuan juga freennn Mantap panasss [URL]
Positive,[USERNAME] Udah coba maen saham BMRI dan semoga taon dpn bisa nambah lagi
Positive,"[USERNAME] ajak keluarga ke jerusalem dan keliling eropa, terus simpang 20% ke saham yang fundamental nya kuat kayak BBCA BMRI BBRI BBNI atau beli Reksadana atau beli bitcoin tapi ga lgsng all ini, 20% nya di buatkan perbulan belinya 😩😩😩😩"
Positive,"[USERNAME] BMRI, BBNI lagi diskon"
Positive,"Laba Makin Moncer, Intip Rekomendasi Saham Big Caps (BBCA, BMRI, BBNI, dan BBRI) [URL]"
Positive,"Investor Asing Net Sell Rp624 M, Saham BMRI dan GOTO Jadi Incaran [URL]"
Positive,"IHSG Diprediksi Konsolidasi, Saham BMRI hingga TKIM Direkomendasikan [URL]"
Negative,"Saham GOTO dan BMRI Amblas Buat IHSG Melemah 0,19% [URL]"
Positive,"Mirae memprediksi IHSG hari ini konsolidasi. Perusahaan efek itu merekomendasikan saham BMRI, SMRA dan ACES justru bisa untung besar. [URL]"
Negative,Simak analisis saham INCO hingga BMRI saat IHSG berpotensi melemah [URL]
Positive,"IHSG Masih di Fase Bullish, Cek Saham BMRI, SIDO, ESSA &amp HRTA [URL]"
Positive,"[USERNAME] Nikah sederhana dan cicil beli rmh. Uang 30% diinvestasikan di saham perbankan sprti BBCA, BBRI, BMRI. Gengsi itu klo dibiarkan bkin candu dan sengsara kedepannya."
Positive,"4 Emiten Saham Ini Mau Bagi-Bagi Dividen di 2024, Ada BMRI hingga BBRI [URL]"
Neutral,"kamu bisa melakukan analisa rasio utang dengan membandingkan emiten sejenis . Contohnya BBCA , BMRI dan BBNI . [HASHTAG] [HASHTAG] [HASHTAG] [URL]"
Negative,Ni shm! BMRI bakal segini segini aja kah hargany? wkwk udah 3 bulan an sideway gtu2 aja terus
Positive,"Riduan, Direktur Commercial Banking PT Bank Mandiri (Persero) Tbk (BMRI), membeli 952.300 saham BMRI dengan harga rata-rata Rp5.816,15 per saham pada 1–24 November 2023. Setelah transaksi tersebut, Riduan memiliki 6.999.700 saham BMRI. [HASHTAG] [HASHTAG] [HASHTAG] [URL]"
Negative,"IHSG Berpotensi Melemah, Analis Rekomendasikan Saham BMRI dan BBCA [URL]"
Positive,"Timothy Utama, Direktur Information Technology PT Bank Mandiri (Persero) Tbk (BMRI), membeli 200.000 saham BMRI dengan harga rata-rata Rp5.712,5 per saham pada 31 Oktober 2023. Setelah transaksi tersebut, Timothy Utama memiliki 3.621.900 saham BMRI. [HASHTAG] [HASHTAG] [HASHTAG] [URL]"
Positive,"Kinerja Moncer, Jajaran Direksi Bank Mandiri Aktif Borong Saham BMRI [URL]"
Positive,"Sigit Prastowo, Direktur Keuangan &amp Strategi PT Bank Mandiri (Persero) Tbk (BMRI), membeli 191.300 saham BMRI dengan harga Rp5.650 per saham pada 31 Oktober 2023. Setelah transaksi tersebut, Sigit Prastowo memiliki 6.305.100 saham BMRI. [HASHTAG] [HASHTAG] [HASHTAG] [URL]"
Positive,"Susana Indah K. Indriati, Direktur PT Bank Mandiri (Persero) Tbk (BMRI), membeli 350.000 [HASHTAG] BMRI dengan harga rata-rata Rp5.928,57 per saham pada 26 September 2023 &amp 16 Oktober 2023. Setelah transaksi tersebut, Susana Indah Kris Indriati memiliki 4.157.300 saham BMRI. [HASHTAG] [URL]"
Neutral,"Shm! Saran dong harus gmna ini? BNGA udh naik tinggi bingung mau DCA atau engga, klo yg BMRI sma DMAS udh niat DCA tiap bulan [URL]"
Negative,"IHSG Rawan Koreksi Jelang Hasil RDG BI, Cermati Saham BBCA, BMRI &amp EXCL [URL]"
Positive,Hidup dari dividen 1 juta lmbr saham bbri/bmri/bbca adlah mimpii yg kapan yaa bisa kewujud 🥹
Positive,Direktur Kepatuhan dan SDM Bank Mandiri (BMRI) Agus Dwi Handaya memborong sebanyak 350.000 saham perusahaan pada Agustus lalu. Apa alasannya? [URL]
Positive,"Asing kembali net buy, Rupiah kita juga menguat... Yuk bisa yuk window dressing 😊 Info saham lainnya bisa juga follow tiktok 👇 [URL] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL]"
Neutral,[USERNAME] BMRI di Stockbit juga 529 kok
Neutral,"puh shm! dividen tahun 2023 BBRI Rp231 (stockbit), ini saya cek di ajaib Rp288, apa ini untuk yang tahun depannya ya puh? terus BMRI di stockbit juga 264, di ajaib 529 [URL]"
Positive,"[USERNAME] Beli saham BBCA BMRI n bitcoin, beli makanan mulu kerjanya"""""
Positive,Aset Bank Mandiri 2007T saham Bank Mandiri (BMRI) telah berhasil menorehkan kinerja positif. [URL] [URL]
Positive,[USERNAME] 2018 BMRI dan BBRI pernah cuan gede pas awal2 merger BSI/BRIS Apa itu hold???
Neutral,View IHSG saham bank BUMN Grup Barito &amp Properti [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL]
Positive,"[USERNAME] Kalau investasi saham untuk jangka sangat panjang, mending pilih yang bluechip perbankan, BBCA, BMRI, gitu itu. Walaupun ada koreksi, tapi gak longsor banget, kecuali ada kejadian besar kayak covid kemarin itu. Lagian kalau pas longsor gitu, kesempatan beli harga diskon 😁"
Positive,Mirae memprediksi IHSG hari ini menguat terbatas. Perusahaan efek itu merekomendasikan tiga saham bisa cuan sampai 12%. Salah satunya BMRI. [URL]
Positive,Good news dari data inflasi AS! [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL]
Neutral,View IHSG komoditas jelang inflasi AS &amp ASII BBCA BBRI BBNI BMRI BREN BRPT COAL DEWA FIRE GZCO MDKA MEDC PMMP STRK Link video: [URL] [URL] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL]
Negative,"Indeks Bisnis-27 Dibuka Melemah, Saham BMRI, ISAT dan BBRI Paling Jeblok [URL]"
Positive,Beli tiket konser dapet saham BMRI 5 lot kali
Positive,[USERNAME] BMRI! Lebih murah.
Positive,"[USERNAME] kenaikan nilai saham BMRI tercatat lebih tinggi bila dibandingkan dengan IHSG dan bank besar lainnya yakni mencapai 21,4 persen YtD. [USERNAME]"
Positive,"[USERNAME] Melalui konsistensi pengembangan bisnis dan transformasi digital, saham Bank Mandiri (BMRI) telah berhasil menorehkan kinerja positif. Secara year to date (YtD), hingga 29 September 2023. [USERNAME]"
Positive,"[USERNAME] [USERNAME] Krn dia yg dr awal bulan oktober koreksi harganya udah lumayan dalem, secara teknikal ada tanda2 bakalan rebound dan bisa spekulatif buy untuk swing panjang. Tidak menutup kemungkinan dia akan mengejar bmri ke 6rb an. Begitu pun bmri teknikalnya bagus cuma bri lebih murah aja 😂"
Neutral,"[USERNAME] [USERNAME] bang, kalo misalnya punya duit lebih, mending all in ke BBRI apa BBRI dikit BMRI dikit?"
Positive,"[USERNAME] bbri, soalnya masih 5200an. kalo bmri kyknya otw 6000"
Neutral,"shm! puh, worthit ga baru beli $BBRI atau $BMRI sekarang? besok baru mulai main saham hehe, terus dari kedua itu mending yang mana dulu? baru bisa 2-5 lot soalnya"
Positive,"Good News untuk IHSG &amp saham ↗️ pekan ini, dari Sell On Rumor Buy On News FOMC. [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL]"
Positive,"PT Bank Mandiri (Persero) Tbk (BMRI) telah memublikasikan Laporan Keuangan Kuartal III 2023. Pendapatan BMRI meningkat 20,61% dan Laba Bersih yang Diatribusikan Kepada Pemilik Entitas Induk melonjak 27,44% dibandingkan dengan Kuartal III 2022. [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL]"
Positive,"Direktur Bank Mandiri Borong Saham BMRI Rp1,08 Miliar [URL] [HASHTAG]"
Positive,"Saham Bank Hari Ini BBCA, BBRI, BMRI, &amp BBNI Kompak Melesat! Tersengat The Fed [URL]"
Positive,"Kinerja Kinclong, Direktur Mandiri Rogoh Kocek Rp1,08 Miliar Borong Saham BMRI [URL]"
Positive,"[HASHTAG] Tak hanya BBRI, per pukul 10:51 WIB, saham BMRI juga melonjak 3,54% ke posisi harga Rp 5.850/unit. [URL]"
Positive,"Indeks Bisnis-27 Melaju, Saham INKP, BFIN, BMRI, dan BBRI Cuan [URL]"
Positive,"Kini, Sigit memegang 6.305.100 lembar saham BMRI dengan persentase 0,0067555%, dari sebelumnya 6.113.800 lembar saham atau 0,0065505%. [URL]"
Positive,"Intip Rekomendasi Saham BBCA, BBRI, BMRI, &amp BBNI usai Cetak Laba Puluhan Triliun [URL]"
Positive,[USERNAME] Barter saham BMRI 2 lot 🙏
Positive,"[USERNAME] Walopun jelas ada conflict of interest, tapi aku akan pilih BMRI : Kinerja saham tahun ini lebih oke, trend harga YTD naik lebih tinggi dari BBRI, stock split April kemaren lumayan berhasil, dan PBV sedikit lebih kecil dari BBRI."
Positive,"Intip Rekomendasi Saham BBCA, BBRI, BMRI, &amp BBNI usai Cetak Laba Puluhan Triliun [URL]"
Positive,"[USERNAME] Menurut gue ya yg layak DCA tuh ya BBCA, BBRI, BMRI dan Indofood"
Positive,"[USERNAME] Temenku jualin perhiasan emas nya, cman dihargai 70 persen dri harga beli. Gmana ya.. Meski bnyak teori ekonomi ttg emas pas ngejual lgi klo di circle temenku agak sulit. Ga ngerti sya. Paling liquid di Saham sprtinya. Beli BMRI, BBCA 2005 sekarang jual pun lngsung dibeli orng"""
Positive,"Darmawan Junaidi, Direktur Utama PT Bank Mandiri (Persero) Tbk (BMRI), membeli 100.000 saham BMRI dengan harga Rp5.800 per saham pada 13 September 2023. Setelah transaksi tersebut, Darmawan Junaidi memiliki 6.762.300 saham BMRI. [HASHTAG] [HASHTAG] [HASHTAG] [URL]"
Positive,"IHSG Bisa ke 6.821, Rekomendasi Saham ADRO hingga BMRI - Market [URL]"
Positive,Hari pertama beli Saham BMRI 1 lot 5.650
Positive,"Indeks Bisnis-27 Dibuka Menguat, Saham BMRI, UNTR, BFIN Hijau [URL]"
